Record Length,10000,,Source,CH1,CH2
Sample Interval,CH1:0.0000000800000 CH2:0.0000000800000,,Second,Volt,Volt
Vertical Units,CH1:V CH2:V,,-0.00040200001,-0.24000,-0.04000
Vertical Scale,CH1:2.00 CH2:1.00,,-0.00040192000,-0.24000,-0.04000
Vertical Offset,CH1:3.92000 CH2:-2.02000,,-0.00040183999,-0.24000,-0.04000
Horizontal Units,s,,-0.00040175999,-0.24000,-0.04000
Horizontal Scale,0.0000500000,,-0.00040168001,-0.24000,-0.04000
Model Number,SDS1102CML+,,-0.00040160000,-0.16000,-0.04000
Serial Number,SDS1MDBQ1R6022,,-0.00040152000,-0.24000,-0.04000
Software Version,6.01.01.19,,-0.00040143999,-0.24000,-0.04000
,,,-0.00040136001,-0.24000,-0.04000
,,,-0.00040128001,-0.24000,-0.04000
,,,-0.00040120000,-0.24000,-0.04000
,,,-0.00040111999,-0.24000,-0.04000
,,,-0.00040103999,-0.16000,-0.04000
,,,-0.00040096001,-0.24000,-0.04000
,,,-0.00040088000,-0.24000,-0.04000
,,,-0.00040080000,-0.24000,-0.04000
,,,-0.00040071999,-0.24000,-0.04000
,,,-0.00040063998,-0.24000,-0.04000
,,,-0.00040056001,-0.24000,-0.04000
,,,-0.00040048000,-0.24000,-0.04000
,,,-0.00040039999,-0.24000,-0.04000
,,,-0.00040031999,-0.24000,-0.04000
,,,-0.00040024001,-0.24000,-0.04000
,,,-0.00040016000,-0.24000,-0.04000
,,,-0.00040008000,-0.24000,-0.04000
,,,-0.00039999999,-0.24000,-0.04000
,,,-0.00039991998,-0.24000,-0.04000
,,,-0.00039984001,-0.24000,-0.04000
,,,-0.00039976000,-0.24000,-0.04000
,,,-0.00039967999,-0.24000,-0.04000
,,,-0.00039959999,-0.24000,-0.04000
,,,-0.00039952001,-0.24000,-0.04000
,,,-0.00039944000,-0.24000,-0.04000
,,,-0.00039936000,-0.24000,-0.04000
,,,-0.00039927999,-0.24000,-0.04000
,,,-0.00039919998,-0.24000,-0.04000
,,,-0.00039912001,-0.24000,-0.04000
,,,-0.00039904000,-0.24000,-0.04000
,,,-0.00039895999,-0.24000,-0.04000
,,,-0.00039887999,-0.24000,-0.04000
,,,-0.00039880001,-0.24000,-0.04000
,,,-0.00039872000,-0.32000,-0.04000
,,,-0.00039864000,-0.32000,-0.04000
,,,-0.00039855999,-0.24000,-0.04000
,,,-0.00039847998,-0.32000,-0.04000
,,,-0.00039840001,-0.24000,-0.04000
,,,-0.00039832000,-0.24000,-0.04000
,,,-0.00039823999,-0.32000,-0.04000
,,,-0.00039815999,-0.24000,-0.04000
,,,-0.00039808001,-0.24000,-0.04000
,,,-0.00039800000,-0.24000,-0.04000
,,,-0.00039792000,-0.32000,-0.04000
,,,-0.00039783999,-0.32000,-0.04000
,,,-0.00039775998,-0.32000,-0.04000
,,,-0.00039768001,-0.32000,-0.04000
,,,-0.00039760000,-0.24000,-0.04000
,,,-0.00039751999,-0.24000,-0.04000
,,,-0.00039743999,-0.32000,-0.04000
,,,-0.00039736001,-0.32000,-0.04000
,,,-0.00039728000,-0.32000,-0.04000
,,,-0.00039720000,-0.32000,-0.04000
,,,-0.00039711999,-0.32000,-0.04000
,,,-0.00039703998,-0.24000,-0.04000
,,,-0.00039696001,-0.32000,-0.04000
,,,-0.00039688000,-0.24000,-0.04000
,,,-0.00039679999,-0.32000,-0.04000
,,,-0.00039671999,-0.32000,-0.04000
,,,-0.00039664001,-0.32000,-0.04000
,,,-0.00039656000,-0.32000,-0.04000
,,,-0.00039648000,-0.32000,-0.04000
,,,-0.00039639999,-0.32000,-0.04000
,,,-0.00039631999,-0.32000,-0.04000
,,,-0.00039624001,-0.32000,-0.04000
,,,-0.00039616000,-0.32000,-0.04000
,,,-0.00039607999,-0.32000,-0.04000
,,,-0.00039599999,-0.32000,-0.04000
,,,-0.00039592001,-0.32000,-0.04000
,,,-0.00039584000,-0.32000,-0.04000
,,,-0.00039576000,-0.32000,-0.04000
,,,-0.00039567999,-0.32000,-0.04000
,,,-0.00039559999,-0.32000,-0.04000
,,,-0.00039552001,-0.32000,-0.04000
,,,-0.00039544000,-0.32000,-0.04000
,,,-0.00039536000,-0.32000,-0.04000
,,,-0.00039527999,-0.32000,-0.04000
,,,-0.00039520001,-0.32000,-0.04000
,,,-0.00039512001,-0.32000,-0.04000
,,,-0.00039504000,-0.32000,-0.04000
,,,-0.00039495999,-0.32000,-0.04000
,,,-0.00039487999,-0.32000,-0.04000
,,,-0.00039480001,-0.32000,-0.04000
,,,-0.00039472000,-0.32000,-0.04000
,,,-0.00039464000,-0.32000,-0.04000
,,,-0.00039455999,-0.32000,-0.08000
,,,-0.00039448001,-0.32000,-0.04000
,,,-0.00039440001,-0.32000,-0.04000
,,,-0.00039432000,-0.32000,-0.04000
,,,-0.00039423999,-0.32000,-0.04000
,,,-0.00039415999,-0.32000,-0.04000
,,,-0.00039408001,-0.32000,-0.04000
,,,-0.00039400000,-0.32000,-0.04000
,,,-0.00039392000,-0.32000,-0.04000
,,,-0.00039383999,-0.32000,-0.04000
,,,-0.00039375998,-0.32000,-0.04000
,,,-0.00039368001,-0.32000,-0.04000
,,,-0.00039360000,-0.32000,-0.04000
,,,-0.00039351999,-0.32000,-0.04000
,,,-0.00039343999,-0.32000,-0.04000
,,,-0.00039336001,-0.32000,-0.04000
,,,-0.00039328000,-0.32000,-0.04000
,,,-0.00039320000,-0.32000,-0.04000
,,,-0.00039311999,-0.32000,-0.04000
,,,-0.00039303998,-0.24000,-0.04000
,,,-0.00039296001,-0.32000,-0.04000
,,,-0.00039288000,-0.32000,-0.04000
,,,-0.00039279999,-0.32000,-0.04000
,,,-0.00039271999,-0.32000,-0.04000
,,,-0.00039264001,-0.32000,-0.04000
,,,-0.00039256000,-0.32000,-0.04000
,,,-0.00039248000,-0.32000,-0.04000
,,,-0.00039239999,-0.32000,-0.04000
,,,-0.00039231998,-0.32000,-0.04000
,,,-0.00039224001,-0.32000,-0.04000
,,,-0.00039216000,-0.32000,-0.04000
,,,-0.00039207999,-0.32000,-0.08000
,,,-0.00039199999,-0.32000,-0.04000
,,,-0.00039192001,-0.32000,-0.04000
,,,-0.00039184000,-0.32000,-0.04000
